wavelength,flux
10.0,0.0
10.062310109873703,0.0
10.125008474726647,0.0
10.188097513779885,0.0
10.251579661328641,0.0
10.315457366836283,0.0
10.379733095028788,0.0
10.444409325989877,0.0
10.509488555256713,0.0
10.574973293916154,0.0
10.640866068701692,0.0
10.707169422090907,0.0
10.773885912403586,0.0
10.841018113900445,0.0
10.908568616882432,0.0
10.97654002779071,0.0
11.044934969307183,0.0
11.113756080455719,0.0
11.183006016703992,0.0
11.252687450065896,0.0
11.3228030692047,0.0
11.393355579536744,0.0
11.464347703335848,0.0
11.535782179838366,0.0
11.607661765348842,0.0
11.679989233346408,0.0
11.752767374591755,0.0
11.825998997234837,0.0
11.899686926923238,0.0
11.973834006911156,0.0
12.048443098169168,0.0
12.123517079494558,0.0
12.199058847622458,0.0
12.27507131733757,0.0
12.351557421586648,0.0
12.42852011159169,0.0
12.505962356963762,0.0
12.583887145817641,0.0
12.589254117941675,0.0
12.602166772461132,0.0
12.615092671343216,0.0
12.628031828172519,0.0
12.640984256547565,0.0
12.653949970080829,0.0
12.662297484887059,0.0
12.666928982398746,0.0
12.679921307141727,0.0
12.692926957964175,0.0
12.705945948534506,0.0
12.718978292535134,0.0
12.732024003662524,0.0
12.741196399640733,0.0
12.745083095627189,0.0
12.758155582153698,0.0
12.771241476980704,0.0
12.784340793860947,0.0
12.797453546561274,0.0
12.810579748862649,0.0
12.820586934399138,0.0
12.82371941456018,0.0
12.836872557463117,0.0
12.850039191394876,0.0
12.86321933019305,0.0
12.876412987709429,0.0
12.889620177810007,0.0
12.900472152451908,0.0
12.902840914375004,0.0
12.91607521129887,0.0
12.929323082490312,0.0
12.942584541872309,0.0
12.9558596033821,0.0
12.969148280971238,0.0
12.9808551361761,0.0
12.982450588605582,0.0
12.995766540265313,0.0
13.009096149944954,0.0
13.022439431653378,0.0
13.035796399413831,0.0
13.04916706726394,0.0
13.061738987155074,0.0
13.06255144925573,0.0
13.075949559455642,0.0
13.089361411944541,0.0
13.102787020817738,0.0
13.116226400184997,0.0
13.129679564170559,0.0
13.143126826298193,0.0
13.143146526913148,0.0
13.156627302565992,0.0
13.170121905296845,0.0
13.183630349287968,0.0
13.197152648736193,0.0
13.2106888178529,0.0
13.224238870864054,0.0
13.225021793961258,0.0
13.237802822010204,0.0
13.251380685546513,0.0
13.264972475742757,0.0
13.278578206883354,0.0
13.292197893267373,0.0
13.305831549208547,0.0
13.307427050067634,0.0
13.31947918903529,0.0
13.333140827090718,0.0
13.34681647773265,0.0
13.36050615533364,0.0
13.37420987428098,0.0
13.387927648976717,0.0
13.390345774230232,0.0
13.401659493837673,0.0
13.415405423295462,0.0
13.429165451796482,0.0
13.442939593801968,0.0
13.45672786378798,0.0
13.470530276245428,0.0
13.473781165874147,0.0
13.484346845680083,0.0
13.498177586612593,0.0
13.512022513578506,0.0
13.52588164112827,0.0
13.539754983827267,0.0
13.553642556255811,0.0
13.557736444360126,0.0
13.567544373009174,0.0
13.581460448697598,0.0
13.595390797946308,0.0
13.609335435395536,0.0
13.623294375700524,0.0
13.637267633531549,0.0
13.642214849108802,0.0
13.65125522357394,0.0
13.66525716052807,0.0
13.67927345910941,0.0
13.693304134048518,0.0
13.707349200091059,0.0
13.721408671997825,0.0
13.727219639725659,0.0
13.735482564544744,0.0
13.749570892522907,0.0
13.76367367073857,0.0
13.777790914013172,0.0
13.791922637183367,0.0
13.806068855101012,0.0
13.812754096126833,0.0
13.820229582633209,0.0
13.834404834662303,0.0
13.848594626085903,0.0
13.862798971816904,0.0
13.87701788678349,0.0
13.891251385929168,0.0
13.898821518665642,0.0
13.90549948421275,0.0
13.919762196608415,0.0
13.934039538105688,0.0
13.948331523709474,0.0
13.962638168440064,0.0
13.97695948733316,0.0
13.985425228259938,0.0
13.99129549543988,0.0
14.005646207826786,0.0
14.02001163957589,0.0
14.034391805784672,0.0
14.048786721566103,0.0
14.06319640204865,0.0
14.072568566520271,0.0
14.077620862376298,0.0
14.092060117708565,0.0
14.106514183220522,0.0
14.120983074102798,0.0
14.135466805561608,0.0
14.149965392818764,0.0
14.160254895878774,0.0
14.164478851111692,0.0
14.179007195693433,0.0
14.193550441832691,0.0
14.208108604813823,0.0
14.222681699936862,0.0
14.237269742517539,0.0
14.248487599718956,0.0
14.251872747887289,0.0
14.266490731393276,0.0
14.2811237083984,0.0
14.295771694281326,0.0
14.310434704436489,0.0
14.32511275427411,0.0
14.337270082506206,0.0
14.339805859220224,0.0
14.354514034716683,0.0
14.369237296221177,0.0
14.383975659207255,0.0
14.398729139164335,0.0
14.413497751597726,0.0
14.426605769919197,0.0
14.428281512028624,0.0
14.443080435994165,0.0
14.457894539047414,0.0
14.472723836757387,0.0
14.487568344709072,0.0
14.502428078503439,0.0
14.516498108982024,0.0
14.517303053757463,0.0
14.532193286104134,0.0
14.547098791192477,0.0
14.562019584687572,0.0
14.576955682270562,0.0
14.591907099638677,0.0
14.606873852505244,0.0
14.606950568197222,0.0
14.62185595659971,0.0
14.636853427667656,0.0
14.65186628147081,0.0
14.666894533787074,0.0
14.681938200410515,0.0
14.696997297151421,0.0
14.697966637679633,0.0
14.712071839836286,0.0
14.727161844307837,0.0
14.742267326425054,0.0
14.757388302063184,0.0
14.77252478711375,0.0
14.787676797484584,0.0
14.789549829291008,0.0
14.80284434909983,0.0
14.818027457899962,0.0
14.83322613984181,0.0
14.848440410898567,0.0
14.863670287059811,0.0
14.87891578433152,0.0
14.88170367677558,0.0
14.894176918736088,0.0
14.909453706312345,0.0
14.924746163115577,0.0
14.940054305217519,0.0
14.955378148706409,0.0
14.970717709686982,0.0
14.974431735896356,0.0
14.986073004280486,0.0
15.001444048624716,0.0
15.016830858874005,0.0
15.032233451199266,0.0
15.047651841787992,0.0
15.063086046844285,0.0
15.067737584572345,0.0
15.078536082588862,0.0
15.094001965259078,0.0
15.109483711108949,0.0
15.124981336409153,0.0
15.140494857447063,0.0
15.156024290526757,0.0
15.161624823016627,0.0
15.171569651969033,0.0
15.187130958111434,0.0
15.202708225308253,0.0
15.218301469930573,0.0
15.23391070836624,0.0
15.249535957019935,0.0
15.256097073875221,0.0
15.265177232313157,0.0
15.280834550684244,0.0
15.296507928588401,0.0
15.31219738249771,0.0
15.32790292890114,0.0
15.343624584304585,0.0
15.351157982366924,0.0
15.35936236523086,0.0
15.375116288219731,0.0
15.390886369827928,0.0
15.406672626629161,0.0
15.422475075214143,0.0
15.4382937321906,0.0
15.446811216423908,0.0
15.454128614183297,0.0
15.469979737834047,0.0
15.485847119801742,0.0
15.501730776762335,0.0
15.517630725408912,0.0
15.533546982451666,0.0
15.543060466833271,0.0
15.549479564617936,0.0
15.565428488652213,0.0
15.581393771316167,0.0
15.597375429388658,0.0
15.613373479665754,0.0
15.629387938960752,0.0
15.63990944737947,0.0
15.645418824104198,0.0
15.661466151943895,0.0
15.67752993934493,0.0
15.693610203189689,0.0
15.709706960377869,0.0
15.725820227826508,0.0
15.73736189498756,0.0
15.74195002246999,0.0
15.75809636126008,0.0
15.774259261165904,0.0
15.790438739174016,0.0
15.80663481228839,0.0
15.822847497530434,0.0
15.835421569867448,0.0
15.839076811939021,0.0
15.855322772570496,0.0
15.8715853964987,0.0
15.887864700814987,0.0
15.904160702628243,0.0
15.920473419064896,0.0
15.934092255658932,0.0
15.93680286726895,0.0
15.953149064401984,0.0
15.969512027643185,0.0
15.98589177418936,0.0
16.00228832125495,0.0
16.018701686072067,0.0
16.033377759577704,0.0
16.035131885890483,0.0
16.051578937977652,0.0
16.06804285961877,0.0
16.08452366811674,0.0
16.101021380792222,0.0
16.11753601498364,0.0
16.133281912562293,0.0
16.13406758804719,0.0
16.15061611735689,0.0
16.167181620304568,0.0
16.183764114299887,0.0
16.20036361677037,0.0
16.216980145161422,0.0
16.233613716936333,0.0
16.2338085694218,0.0
16.250264349576305,0.0
16.266932060580476,0.0
16.28361686746593,0.0
16.30031878776772,0.0
16.31703783903887,0.0
16.333774038850436,0.0
16.334961608984734,0.0
16.350527404791478,0.0
16.367297954469088,0.0
16.384085705508433,0.0
16.40089067555276,0.0
16.4177128822634,0.0
16.434552343319808,0.0
16.436744934248587,0.0
16.45140907641957,0.0
16.468283099278423,0.0
16.48517442963028,0.0
16.502083085227234,0.0
16.51900908383959,0.0
16.53595244325589,0.0
16.539162472530485,0.0
16.552913181282907,0.0
16.569891315745682,0.0
16.586886864487546,0.0
16.603899845370123,0.0
16.620930276273363,0.0
16.63797817509556,0.0
16.642218175618723,0.0
16.655043559753345,0.0
16.672126448181746,0.0
16.689226858334187,0.0
16.706344808182493,0.0
16.723480315716934,0.0
16.74063339894623,0.0
16.745916019925208,0.0
16.757804075897567,0.0
16.77499236461663,0.0
16.792198283167604,0.0
16.809421849633207,0.0
16.82666308211471,0.0
16.843921998731936,0.0
16.85026000663894,0.0
16.86119861762331,0.0
16.878492956945845,0.0
16.895805034875192,0.0
16.91313486960563,0.0
16.930482479350125,0.0
16.947847882340284,0.0
16.955254161880355,0.0
16.965231096826443,0.0
16.98263214107766,0.0
17.00005103338171,0.0
17.017487792045145,0.0
17.034942435393283,0.0
17.052414981770244,0.0
17.060902536856677,0.0
17.069905449538957,0.0
17.087413857081195,0.0
17.104940222797573,0.0
17.122484565107587,0.0
17.14004690244963,0.0
17.157627253280996,0.0
17.16720920801828,0.0
17.175225636077915,0.0
17.192842069335573,0.0
17.210476571568115,0.0
17.2281291613087,0.0
17.245799857109446,0.0
17.263488677541574,0.0
17.27417827721592,0.0
17.28119564119528,0.0
17.298920766679867,0.0
17.316664072623727,0.0
17.334425577674338,0.0
17.352205300498326,0.0
17.370003259781452,0.0
17.381813871859045,0.0
17.38781947422864,0.0
17.405653962564006,0.0
17.423506743530872,0.0
17.441377835891778,0.0
17.45926725842851,0.0
17.477175029942128,0.0
17.49012014507502,0.0
17.495101169252965,0.0
17.51304569520066,0.0
17.531008626644184,0.0
17.54898998246182,0.0
17.56698978155128,0.0
17.58500804282958,0.0
17.5991012758694,0.0
17.60304478523319,0.0
17.621100027717993,0.0
17.63917378925931,0.0
17.657266088851927,0.0
17.67537694551011,0.0
17.693506378267628,0.0
17.708761469287186,0.0
17.71165440617778,0.0
17.729821048313397,0.0
17.74800632376688,0.0
17.76621025165021,0.0
17.784432851094977,0.0
17.80267414125238,0.0
17.81910495657502,0.0
17.820934141293275,0.0
17.83921287040818,0.0
17.857510347807285,0.0
17.875826592720504,0.0
17.894161624397444,0.0
17.912515462107486,0.0
17.930135995344546,0.0
17.930888125139763,0.0
17.94927963280319,0.0
17.967690004426494,0.0
17.986119259358222,0.0
18.00456741696677,0.0
18.023034496640395,0.0
18.04152051778725,0.0
18.04185886973658,0.0
18.060025499835383,0.0
18.078549462232775,0.0
18.097092424447354,0.0
18.115654405967017,0.0
18.134235426299647,0.0
18.15283550497314,0.0
18.15427789058648,0.0
18.171454661535417,0.0
18.190092915554462,0.0
18.2087502866183,0.0
18.227426794335074,0.0
18.246122458333033,0.0
18.264837298260552,0.0
18.2673973955905,0.0
18.28357133378617,0.0
18.302324584598587,0.0
18.321097070406708,0.0
18.339888810939648,0.0
18.358699825946758,0.0
18.37753013519765,0.0
18.381221749473074,0.0
18.3963797584822,0.0
18.415248715610606,0.0
18.43413702641336,0.0
18.453044710741313,0.0
18.471971788465662,0.0
18.490918279478002,0.0
18.495755344155327,0.0
18.509884203690323,0.0
18.52886958103501,0.0
18.54787443146496,0.0
18.566898774953465,0.0
18.58594263149434,0.0
18.6050060211019,0.0
18.611002598924472,0.0
18.624088963810998,0.0
18.643191479677014,0.0
18.662313588775923,0.0
18.681455311204274,0.0
18.70061666707924,0.0
18.719797676538622,0.0
18.726967960604338,0.0
18.73899835974088,0.0
18.75821873686514,0.0
18.77745882811124,0.0
18.79671865369973,0.0
18.8159982338719,0.0
18.83529758888981,0.0
18.843655903726994,0.0
18.85461673903626,0.0
18.873955704614936,0.0
18.89331450595027,0.0
18.912693163387573,0.0
18.932091697293032,0.0
18.95151012805371,0.0
18.96107093070533,0.0
18.970948476077584,0.0
18.990406761793565,0.0
19.00988500565152,0.0
19.02938322812228,0.0
19.048901449697688,0.0
19.068439690890596,0.0
19.07921757200686,0.0
19.087997972234895,0.0
19.10757631428554,0.0
19.12717473761857,0.0
19.14679326283113,0.0
19.166431910541487,0.0
